ARS,07/10/2010 00:00:00,1,865511298,
DJF,04/03/2010 00:00:00,7,30741322,
IRR,23/11/2010 00:00:00,2,032815695,
MGA,07/04/2010 00:00:00,5,643271744,
ZAR,04/11/2010 00:00:00,0,
CAD,07/07/2010 00:00:00,7,332584023,
COP,08/02/2010 00:00:00,6,966418684,
PGK,27/07/2010 00:00:00,2,389520705,
MRU,10/03/2010 00:00:00,5,823381007,
AWG,27/08/2010 00:00:00,6,795486033,
MGB,27/08/2010 00:00:00,7,133556604,
MRO,20/10/2010 00:00:00,1,293575644,
PGK,17/05/2010 00:00:00,2,389520705,
CAD,05/07/2010 00:00:00,7,332584023,
UYU,01/03/2010 00:00:00,0,
MUR,26/07/2010 00:00:00,1,985686779,
SAR,04/08/2010 00:00:00,7,153965116,
MUR,23/06/2010 00:00:00,1,985686779,
CVE,16/03/2010 00:00:00,2,878601074,
SZL,06/05/2010 00:00:00,0,
SSP,28/07/2010 00:00:00,6,050615847,
WST,27/04/2010 00:00:00,0,
MMK,31/03/2010 00:00:00,6,588936746,
XDR,11/05/2010 00:00:00,0,
AFN,22/01/2010 00:00:00,5,938832581,
OMR,01/11/2010 00:00:00,1,418401182,
SOS,05/05/2010 00:00:00,6,889718413,
SLL,03/02/2010 00:00:00,6,93596071,
KES,02/06/2010 00:00:00,5,390770972,
CVE,24/03/2010 00:00:00,2,878601074,
SAR,28/06/2010 00:00:00,7,153965116,
CZK,17/06/2010 00:00:00,7,402248085,
MZN,24/09/2010 00:00:00,2,268796563,
ILS,06/01/2010 00:00:00,5,57216531,
ILS,09/02/2010 00:00:00,5,57216531,
THB,28/10/2010 00:00:00,0,
XDR,27/05/2010 00:00:00,0,
VUV,17/11/2010 00:00:00,0,
OMR,14/09/2010 00:00:00,1,418401182,
MGB,28/04/2010 00:00:00,7,133556604,
THB,08/03/2010 00:00:00,0,
CAD,30/03/2010 00:00:00,7,332584023,
VES,05/04/2010 00:00:00,0,
SGD,05/10/2010 00:00:00,6,658051729,
SBD,20/08/2010 00:00:00,2,883095086,
EUR,12/08/2010 00:00:00,6,679840028,
XAF,13/08/2010 00:00:00,0,
COP,04/06/2010 00:00:00,6,966418684,
CRC,29/01/2010 00:00:00,3,668259501,
SOS,22/07/2010 00:00:00,6,889718413,
DZD,29/06/2010 00:00:00,1,475652993,
SSP,17/05/2010 00:00:00,6,050615847,
SGD,19/04/2010 00:00:00,6,658051729,
NIO,18/03/2010 00:00:00,1,986335576,
MGA,09/02/2010 00:00:00,5,643271744,
SLL,21/01/2010 00:00:00,6,93596071,
XAU,07/05/2010 00:00:00,0,
EGP,15/01/2010 00:00:00,6,958365679,
SGD,22/03/2010 00:00:00,6,658051729,
MZN,02/02/2010 00:00:00,2,268796563,
SGD,20/01/2010 00:00:00,6,658051729,
ALL,05/04/2010 00:00:00,5,175447702,
PEN,05/02/2010 00:00:00,4,923655391,
EUR,12/04/2010 00:00:00,6,679840028,
GIP,06/04/2010 00:00:00,1,575622737,
ANG,14/05/2010 00:00:00,7,673514307,
VUV,08/03/2010 00:00:00,0,
TTD,18/08/2010 00:00:00,0,
TTD,01/04/2010 00:00:00,0,
CVE,27/05/2010 00:00:00,2,878601074,
JPY,20/08/2010 00:00:00,5,750944018,
XOF,12/01/2010 00:00:00,0,
OMR,08/02/2010 00:00:00,1,418401182,
ANG,18/06/2010 00:00:00,7,673514307,
SLL,11/03/2010 00:00:00,6,93596071,
PGK,02/06/2010 00:00:00,2,389520705,
MZN,01/09/2010 00:00:00,2,268796563,
LBP,07/01/2010 00:00:00,1,34602803,
EGP,23/11/2010 00:00:00,6,958365679,
MRO,17/03/2010 00:00:00,1,293575644,
EGP,06/05/2010 00:00:00,6,958365679,
XAF,28/04/2010 00:00:00,0,
ANG,13/05/2010 00:00:00,7,673514307,
PHP,19/10/2010 00:00:00,2,279855728,
LSL,24/02/2010 00:00:00,7,308234334,
XDR,16/04/2010 00:00:00,0,
BYN,10/03/2010 00:00:00,1,93088454,
ALL,02/03/2010 00:00:00,5,175447702,
EUR,22/10/2010 00:00:00,6,679840028,
ISK,17/02/2010 00:00:00,7,466610372,
ANG,13/08/2010 00:00:00,7,673514307,
SZL,10/08/2010 00:00:00,0,
XOF,22/06/2010 00:00:00,0,
MGB,31/05/2010 00:00:00,7,133556604,
MUR,07/07/2010 00:00:00,1,985686779,
PHP,29/06/2010 00:00:00,2,279855728,
EGP,31/03/2010 00:00:00,6,958365679,
VES,01/02/2010 00:00:00,0,
JPY,19/07/2010 00:00:00,5,750944018,
XPF,30/06/2010 00:00:00,0,
SBD,13/01/2010 00:00:00,2,883095086,
IRR,02/04/2010 00:00:00,2,032815695,
VUV,11/02/2010 00:00:00,0,
CZK,31/03/2010 00:00:00,7,402248085,
ZWL,16/07/2010 00:00:00,0,
MZN,14/07/2010 00:00:00,2,268796563,
ANG,17/05/2010 00:00:00,7,673514307,
ISK,19/11/2010 00:00:00,7,466610372,
PEN,27/07/2010 00:00:00,4,923655391,
IRR,22/03/2010 00:00:00,2,032815695,
CAD,15/03/2010 00:00:00,7,332584023,
IRR,01/06/2010 00:00:00,2,032815695,
VES,11/10/2010 00:00:00,0,
SGD,20/07/2010 00:00:00,6,658051729,
COP,01/09/2010 00:00:00,6,966418684,
ARS,16/08/2010 00:00:00,1,865511298,
ALL,29/01/2010 00:00:00,5,175447702,
BYN,22/02/2010 00:00:00,1,93088454,
XDR,14/10/2010 00:00:00,0,
WST,19/02/2010 00:00:00,0,
CAD,20/05/2010 00:00:00,7,332584023,
MGB,06/09/2010 00:00:00,7,133556604,
FJD,16/06/2010 00:00:00,4,094100356,
OMR,17/11/2010 00:00:00,1,418401182,
MGA,01/07/2010 00:00:00,5,643271744,
EUR,26/03/2010 00:00:00,6,679840028,
KMF,22/04/2010 00:00:00,4,528111458,
COP,02/02/2010 00:00:00,6,966418684,
XAF,15/10/2010 00:00:00,0,
ALL,24/06/2010 00:00:00,5,175447702,
ANG,12/07/2010 00:00:00,7,673514307,
CVE,06/09/2010 00:00:00,2,878601074,
CRC,14/06/2010 00:00:00,3,668259501,
MZN,16/03/2010 00:00:00,2,268796563,
IRR,17/06/2010 00:00:00,2,032815695,
TRY,26/07/2010 00:00:00,0,
FJD,16/09/2010 00:00:00,4,094100356,
MZN,20/10/2010 00:00:00,2,268796563,
EGP,26/02/2010 00:00:00,6,958365679,
SAR,26/11/2010 00:00:00,7,153965116,
XOF,27/10/2010 00:00:00,0,
DJF,02/09/2010 00:00:00,7,30741322,
SZL,05/11/2010 00:00:00,0,
SLL,10/03/2010 00:00:00,6,93596071,
OMR,14/10/2010 00:00:00,1,418401182,
VUV,06/04/2010 00:00:00,0,
CRC,02/07/2010 00:00:00,3,668259501,
COP,29/09/2010 00:00:00,6,966418684,
SZL,20/07/2010 00:00:00,0,
CAD,27/07/2010 00:00:00,7,332584023,
VES,24/08/2010 00:00:00,0,
NOK,29/11/2010 00:00:00,3,841154814,
TRY,09/11/2010 00:00:00,0,
ALL,12/02/2010 00:00:00,5,175447702,
AFN,29/07/2010 00:00:00,5,938832581,
SGD,22/09/2010 00:00:00,6,658051729,
USD,27/01/2010 00:00:00,0,
AFN,02/03/2010 00:00:00,5,938832581,
GEL,08/09/2010 00:00:00,2,678125858,
SOS,20/07/2010 00:00:00,6,889718413,
ARS,28/09/2010 00:00:00,1,865511298,
COP,20/07/2010 00:00:00,6,966418684,
TTD,09/02/2010 00:00:00,0,
ANG,16/06/2010 00:00:00,7,673514307,
MUR,25/08/2010 00:00:00,1,985686779,
XAU,25/10/2010 00:00:00,0,
VES,02/03/2010 00:00:00,0,
CLP,12/08/2010 00:00:00,6,75151515,
OMR,14/04/2010 00:00:00,1,418401182,
SZL,21/06/2010 00:00:00,0,
GBP,01/07/2010 00:00:00,3,364639819,
SSP,11/05/2010 00:00:00,6,050615847,
ISK,19/07/2010 00:00:00,7,466610372,
AWG,25/10/2010 00:00:00,6,795486033,
FJD,10/05/2010 00:00:00,4,094100356,
VES,06/10/2010 00:00:00,0,
FJD,25/06/2010 00:00:00,4,094100356,
MRU,31/03/2010 00:00:00,5,823381007,
VES,12/04/2010 00:00:00,0,
OMR,16/08/2010 00:00:00,1,418401182,
GBP,07/01/2010 00:00:00,3,364639819,
COP,02/03/2010 00:00:00,6,966418684,
NIO,26/08/2010 00:00:00,1,986335576,
GBP,20/01/2010 00:00:00,3,364639819,
RON,31/08/2010 00:00:00,7,054883659,
FJD,25/05/2010 00:00:00,4,094100356,
AFN,03/06/2010 00:00:00,5,938832581,
WST,09/07/2010 00:00:00,0,
DJF,26/05/2010 00:00:00,7,30741322,
ARS,06/07/2010 00:00:00,1,865511298,
ILS,22/01/2010 00:00:00,5,57216531,
ALL,22/07/2010 00:00:00,5,175447702,
DJF,04/08/2010 00:00:00,7,30741322,
LSL,24/05/2010 00:00:00,7,308234334,
SZL,05/01/2010 00:00:00,0,
CRC,02/11/2010 00:00:00,3,668259501,
VES,19/08/2010 00:00:00,0,
NOK,21/05/2010 00:00:00,3,841154814,
XAU,18/01/2010 00:00:00,0,
NIO,23/02/2010 00:00:00,1,986335576,
EUR,09/07/2010 00:00:00,6,679840028,
GEL,08/11/2010 00:00:00,2,678125858,
BOB,07/04/2010 00:00:00,7,744283199,
CUP,21/07/2010 00:00:00,4,752311766,
MUR,29/09/2010 00:00:00,1,985686779,
DJF,13/10/2010 00:00:00,7,30741322,
SAR,09/09/2010 00:00:00,7,153965116,
UGX,13/01/2010 00:00:00,0,
SOS,28/05/2010 00:00:00,6,889718413,
ZWL,21/06/2010 00:00:00,0,
VES,14/01/2010 00:00:00,0,
TRY,01/09/2010 00:00:00,0,
ANG,26/01/2010 00:00:00,7,673514307,
XAU,19/08/2010 00:00:00,0,
CRC,07/07/2010 00:00:00,3,668259501,
EGP,22/03/2010 00:00:00,6,958365679,
CLP,20/05/2010 00:00:00,6,75151515,
TTD,06/10/2010 00:00:00,0,
MMK,20/01/2010 00:00:00,6,588936746,
VUV,29/09/2010 00:00:00,0,
THB,02/11/2010 00:00:00,0,
PEN,22/01/2010 00:00:00,4,923655391,
AFN,27/05/2010 00:00:00,5,938832581,
FJD,24/03/2010 00:00:00,4,094100356,
ZAR,19/01/2010 00:00:00,0,
PHP,24/08/2010 00:00:00,2,279855728,
BOB,31/03/2010 00:00:00,7,744283199,
GBP,16/06/2010 00:00:00,3,364639819,
JPY,14/07/2010 00:00:00,5,750944018,
CUP,21/05/2010 00:00:00,4,752311766,
ISK,10/09/2010 00:00:00,7,466610372,
FJD,14/09/2010 00:00:00,4,094100356,
CUP,15/09/2010 00:00:00,4,752311766,
ZWL,14/06/2010 00:00:00,0,
WST,12/08/2010 00:00:00,0,
CDF,20/05/2010 00:00:00,4,54074651,
LSL,04/06/2010 00:00:00,7,308234334,
ZAR,08/06/2010 00:00:00,0,
ARS,22/04/2010 00:00:00,1,865511298,
MMK,26/07/2010 00:00:00,6,588936746,
VUV,20/05/2010 00:00:00,0,
ALL,08/04/2010 00:00:00,5,175447702,
XOF,05/08/2010 00:00:00,0,
GEL,24/03/2010 00:00:00,2,678125858,
RON,08/09/2010 00:00:00,7,054883659,
XOF,22/04/2010 00:00:00,0,
CAD,21/04/2010 00:00:00,7,332584023,
TRY,25/02/2010 00:00:00,0,
VES,18/02/2010 00:00:00,0,
ALL,17/06/2010 00:00:00,5,175447702,
PHP,11/10/2010 00:00:00,2,279855728,
SBD,29/10/2010 00:00:00,2,883095086,
USD,26/07/2010 00:00:00,0,
AWG,26/05/2010 00:00:00,6,795486033,
THB,20/09/2010 00:00:00,0,
XOF,03/02/2010 00:00:00,0,
ARS,12/10/2010 00:00:00,1,865511298,
MGB,18/08/2010 00:00:00,7,133556604,
VUV,23/06/2010 00:00:00,0,
MRO,30/04/2010 00:00:00,1,293575644,
CVE,01/06/2010 00:00:00,2,878601074,
OMR,25/02/2010 00:00:00,1,418401182,
SBD,18/03/2010 00:00:00,2,883095086,
XOF,04/11/2010 00:00:00,0,
CDF,03/06/2010 00:00:00,4,54074651,
AWG,16/06/2010 00:00:00,6,795486033,
ARS,09/02/2010 00:00:00,1,865511298,
CUP,05/07/2010 00:00:00,4,752311766,
SBD,29/06/2010 00:00:00,2,883095086,
ZAR,15/03/2010 00:00:00,0,
SAR,07/07/2010 00:00:00,7,153965116,
THB,01/12/2010 00:00:00,0,
HTG,31/05/2010 00:00:00,3,859680772,
MXN,14/05/2010 00:00:00,4,467858493,
XPF,14/07/2010 00:00:00,0,
BYN,10/09/2010 00:00:00,1,93088454,
XDR,09/08/2010 00:00:00,0,
XDR,09/11/2010 00:00:00,0,
ZWL,19/10/2010 00:00:00,0,
COP,26/10/2010 00:00:00,6,966418684,
JPY,05/05/2010 00:00:00,5,750944018,
CLP,06/07/2010 00:00:00,6,75151515,
SZL,28/04/2010 00:00:00,0,
THB,10/08/2010 00:00:00,0,
BYN,03/08/2010 00:00:00,1,93088454,
KMF,19/10/2010 00:00:00,4,528111458,
XPF,17/06/2010 00:00:00,0,
SZL,11/01/2010 00:00:00,0,
USD,11/01/2010 00:00:00,0,
FJD,19/04/2010 00:00:00,4,094100356,
EUR,03/09/2010 00:00:00,6,679840028,
USD,29/07/2010 00:00:00,0,
UYU,22/03/2010 00:00:00,0,
MGB,15/11/2010 00:00:00,7,133556604,
DJF,03/08/2010 00:00:00,7,30741322,
MXN,11/03/2010 00:00:00,4,467858493,
COP,08/10/2010 00:00:00,6,966418684,
MZN,31/05/2010 00:00:00,2,268796563,
BYN,09/03/2010 00:00:00,1,93088454,
CZK,07/05/2010 00:00:00,7,402248085,
MGA,26/05/2010 00:00:00,5,643271744,
XPF,03/09/2010 00:00:00,0,
ARS,19/03/2010 00:00:00,1,865511298,
MUR,25/03/2010 00:00:00,1,985686779,
IRR,11/06/2010 00:00:00,2,032815695,
GIP,11/11/2010 00:00:00,1,575622737,
PHP,21/07/2010 00:00:00,2,279855728,
ILS,21/09/2010 00:00:00,5,57216531,
CUP,14/07/2010 00:00:00,4,752311766,
VES,05/02/2010 00:00:00,0,
VES,18/08/2010 00:00:00,0,
MRO,19/08/2010 00:00:00,1,293575644,
SSP,15/10/2010 00:00:00,6,050615847,
LSL,25/03/2010 00:00:00,7,308234334,
CZK,26/04/2010 00:00:00,7,402248085,
RON,02/03/2010 00:00:00,7,054883659,
UGX,08/04/2010 00:00:00,0,
SGD,12/10/2010 00:00:00,6,658051729,
CRC,07/04/2010 00:00:00,3,668259501,
SGD,18/10/2010 00:00:00,6,658051729,
NIO,12/08/2010 00:00:00,1,986335576,
XDR,08/02/2010 00:00:00,0,
WST,22/09/2010 00:00:00,0,
PEN,02/04/2010 00:00:00,4,923655391,
CRC,06/10/2010 00:00:00,3,668259501,
ILS,01/10/2010 00:00:00,5,57216531,
PHP,04/06/2010 00:00:00,2,279855728,
ISK,06/07/2010 00:00:00,7,466610372,
CZK,06/09/2010 00:00:00,7,402248085,
PGK,01/02/2010 00:00:00,2,389520705,
MUR,16/08/2010 00:00:00,1,985686779,
KES,04/11/2010 00:00:00,5,390770972,
SGD,03/06/2010 00:00:00,6,658051729,
KES,22/06/2010 00:00:00,5,390770972,
MRU,01/10/2010 00:00:00,5,823381007,
CVE,02/02/2010 00:00:00,2,878601074,
XAU,24/08/2010 00:00:00,0,
XOF,06/01/2010 00:00:00,0,
ZAR,15/07/2010 00:00:00,0,
ANG,01/06/2010 00:00:00,7,673514307,
VUV,07/04/2010 00:00:00,0,
BYN,02/07/2010 00:00:00,1,93088454,
SBD,04/01/2010 00:00:00,2,883095086,
CUP,29/01/2010 00:00:00,4,752311766,
CUP,08/10/2010 00:00:00,4,752311766,
PHP,07/06/2010 00:00:00,2,279855728,
IRR,05/01/2010 00:00:00,2,032815695,
TTD,19/02/2010 00:00:00,0,
NOK,16/02/2010 00:00:00,3,841154814,
IRR,27/05/2010 00:00:00,2,032815695,
AWG,03/11/2010 00:00:00,6,795486033,
SBD,26/05/2010 00:00:00,2,883095086,
CAD,26/11/2010 00:00:00,7,332584023,
RON,30/08/2010 00:00:00,7,054883659,
EGP,06/09/2010 00:00:00,6,958365679,
ZAR,23/06/2010 00:00:00,0,
TRY,07/01/2010 00:00:00,0,
NIO,03/06/2010 00:00:00,1,986335576,
PHP,28/07/2010 00:00:00,2,279855728,
XOF,08/01/2010 00:00:00,0,
MXN,03/11/2010 00:00:00,4,467858493,
XAF,22/03/2010 00:00:00,0,
THB,07/10/2010 00:00:00,0,
UYU,10/09/2010 00:00:00,0,
MXN,29/07/2010 00:00:00,4,467858493,
PHP,18/11/2010 00:00:00,2,279855728,
FJD,30/09/2010 00:00:00,4,094100356,
TRY,14/09/2010 00:00:00,0,
PHP,30/09/2010 00:00:00,2,279855728,
SLL,08/02/2010 00:00:00,6,93596071,
NOK,02/08/2010 00:00:00,3,841154814,
VUV,12/10/2010 00:00:00,0,
MUR,22/01/2010 00:00:00,1,985686779,
GEL,21/05/2010 00:00:00,2,678125858,
MGB,17/09/2010 00:00:00,7,133556604,
ALL,12/11/2010 00:00:00,5,175447702,
GEL,19/02/2010 00:00:00,2,678125858,
MXN,23/02/2010 00:00:00,4,467858493,
ZAR,22/07/2010 00:00:00,0,
IRR,17/03/2010 00:00:00,2,032815695,
XAF,18/05/2010 00:00:00,0,
VES,28/10/2010 00:00:00,0,
ILS,04/02/2010 00:00:00,5,57216531,
SSP,02/08/2010 00:00:00,6,050615847,
TRY,02/03/2010 00:00:00,0,
AWG,08/11/2010 00:00:00,6,795486033,
NIO,05/10/2010 00:00:00,1,986335576,
ANG,13/01/2010 00:00:00,7,673514307,
SLL,02/09/2010 00:00:00,6,93596071,
MXN,01/07/2010 00:00:00,4,467858493,
SSP,06/07/2010 00:00:00,6,050615847,
ANG,21/09/2010 00:00:00,7,673514307,
DJF,02/06/2010 00:00:00,7,30741322,
UYU,21/10/2010 00:00:00,0,
THB,05/04/2010 00:00:00,0,
ZWL,26/07/2010 00:00:00,0,
JPY,15/09/2010 00:00:00,5,750944018,
MMK,17/03/2010 00:00:00,6,588936746,
IRR,24/02/2010 00:00:00,2,032815695,
ISK,21/04/2010 00:00:00,7,466610372,
CVE,10/11/2010 00:00:00,2,878601074,
SOS,25/10/2010 00:00:00,6,889718413,
MGA,06/05/2010 00:00:00,5,643271744,
CVE,22/02/2010 00:00:00,2,878601074,
ZWL,23/07/2010 00:00:00,0,
VES,26/07/2010 00:00:00,0,
CRC,04/08/2010 00:00:00,3,668259501,
CLP,02/11/2010 00:00:00,6,75151515,
LBP,24/09/2010 00:00:00,1,34602803,
VUV,24/02/2010 00:00:00,0,
PHP,29/03/2010 00:00:00,2,279855728,
CZK,12/07/2010 00:00:00,7,402248085,
CVE,22/04/2010 00:00:00,2,878601074,
ISK,12/11/2010 00:00:00,7,466610372,
CZK,06/08/2010 00:00:00,7,402248085,
FJD,23/03/2010 00:00:00,4,094100356,
SOS,06/01/2010 00:00:00,6,889718413,
EGP,10/06/2010 00:00:00,6,958365679,
GIP,06/08/2010 00:00:00,1,575622737,
XAF,13/10/2010 00:00:00,0,
EUR,18/06/2010 00:00:00,6,679840028,
SLL,17/08/2010 00:00:00,6,93596071,
WST,18/08/2010 00:00:00,0,
PGK,05/08/2010 00:00:00,2,389520705,
BYN,02/02/2010 00:00:00,1,93088454,
ILS,31/08/2010 00:00:00,5,57216531,
VUV,22/10/2010 00:00:00,0,
MXN,27/05/2010 00:00:00,4,467858493,
EUR,01/07/2010 00:00:00,6,679840028,
COP,20/10/2010 00:00:00,6,966418684,
EUR,26/07/2010 00:00:00,6,679840028,
GBP,30/11/2010 00:00:00,3,364639819,
CRC,23/03/2010 00:00:00,3,668259501,
THB,20/05/2010 00:00:00,0,
SBD,20/01/2010 00:00:00,2,883095086,
NIO,21/01/2010 00:00:00,1,986335576,
COP,09/09/2010 00:00:00,6,966418684,
TTD,18/05/2010 00:00:00,0,
PEN,01/07/2010 00:00:00,4,923655391,
WST,19/01/2010 00:00:00,0,
SZL,07/01/2010 00:00:00,0,
AWG,20/08/2010 00:00:00,6,795486033,
KES,15/01/2010 00:00:00,5,390770972,
KMF,15/07/2010 00:00:00,4,528111458,
PEN,03/02/2010 00:00:00,4,923655391,
ALL,13/05/2010 00:00:00,5,175447702,
XDR,13/09/2010 00:00:00,0,
WST,17/03/2010 00:00:00,0,
ANG,07/09/2010 00:00:00,7,673514307,
HTG,14/04/2010 00:00:00,3,859680772,
ISK,10/11/2010 00:00:00,7,466610372,
COP,26/08/2010 00:00:00,6,966418684,
ZWL,25/03/2010 00:00:00,0,
BOB,30/09/2010 00:00:00,7,744283199,
MXN,08/01/2010 00:00:00,4,467858493,
TRY,05/02/2010 00:00:00,0,
UGX,27/10/2010 00:00:00,0,
VES,07/05/2010 00:00:00,0,
AWG,28/01/2010 00:00:00,6,795486033,
GIP,10/08/2010 00:00:00,1,575622737,
KMF,10/08/2010 00:00:00,4,528111458,
CAD,07/05/2010 00:00:00,7,332584023,
USD,22/01/2010 00:00:00,0,
CVE,21/09/2010 00:00:00,2,878601074,
CRC,18/11/2010 00:00:00,3,668259501,
SLL,08/09/2010 00:00:00,6,93596071,
USD,24/06/2010 00:00:00,0,
MRO,12/08/2010 00:00:00,1,293575644,
AFN,16/08/2010 00:00:00,5,938832581,
KES,14/10/2010 00:00:00,5,390770972,
DJF,23/08/2010 00:00:00,7,30741322,
CVE,28/07/2010 00:00:00,2,878601074,
PHP,05/10/2010 00:00:00,2,279855728,
XDR,13/07/2010 00:00:00,0,
TTD,05/10/2010 00:00:00,0,
PEN,02/03/2010 00:00:00,4,923655391,
DZD,17/09/2010 00:00:00,1,475652993,
TTD,08/02/2010 00:00:00,0,
NIO,24/08/2010 00:00:00,1,986335576,
WST,14/01/2010 00:00:00,0,
GEL,01/11/2010 00:00:00,2,678125858,
CRC,16/09/2010 00:00:00,3,668259501,
ANG,27/01/2010 00:00:00,7,673514307,
KES,14/09/2010 00:00:00,5,390770972,
VES,18/10/2010 00:00:00,0,
GEL,29/06/2010 00:00:00,2,678125858,
USD,31/05/2010 00:00:00,0,
XAF,17/02/2010 00:00:00,0,
